2.101909835,   0.5787523099
1.329393935,   0.9997406558
-0.9818393321, 1.566527183
-0.008572418695,  0.9932141444
-1.697423952,  0.8808080323
-1.612259217,  1.488559733
-1.944012558,   1.546949162
-1.413792554,  0.6136673474
-0.3500285434, 0.3931897044
0.5746505822,  0.3699881693
0.4974595156,    1.513375352
-1.335147142,  1.746155342
-0.8341090422, 0.6297120318
1.448015923,    1.324021461
3.139743251,   1.199997504
-0.3680832461, 0.783911654
2.650390571,   0.3452096904
0.6405372558,  0.6961177246
-0.7167404798, 1.337146131
2.582314431,   0.7213189578
1.526483155,    0.3752569121
0.105609169,   0.6608843361
1.084244656,   1.265979298
-2.797539484,  1.255033283
1.137579423,   0.03530793264
0.6736675246,  1.226553283
-2.154387207,  1.260810667
0.2617156765,   1.263202533
1.649834905,   0.7564493943
2.125757158,   1.240334407
2.990683077,   1.494847905
-2.473159616,   1.347972648
1.160097607,   0.6638900702
2.451407412,   1.416501749
-2.578728633,   0.3330080419
-0.74292082,   0.9770693758
-2.920672276,  0.9140469309
2.909783572,   0.9349319181
-2.560385193,   0.6800290607
-1.450128672,  1.143470666
-2.278352201,  1.621522753
0.416073851,    0.9701659329
-1.036075278,  1.204814766
-1.374371476,  0.2946487169
3.138329865,   0.6077840455
-0.433062949,   1.493507272
-1.28443167,   1.429320293
2.755876271,   1.256119752
-0.09223092737, 1.320849927
-2.01346052,   0.5794601756
-1.815925781,  1.205973284
-0.3954539555, 1.137818144
2.467363107,  1.055406946
-2.507095825,  1.014600356
1.737830117,   1.081360474
-1.177142012,   0.8978753703
0.1721021102,  1.594505986
2.101365828,   0.9100453678
-2.123030872,  0.9187342946
0.9058338032,   0.9691593867
