# /home/unimelb.edu.au/robertes/src/3.0.4/bin/mrhistogram dwi.mif mrhistogram/default.txt -force  (version=3.0.4-dirty)
3.5,10.5,17.5,24.5,31.5,38.5,45.5,52.5,59.5,66.5,73.5,80.5,87.5,94.5,101.5,108.5,115.5,122.5,129.5,136.5,143.5,150.5,157.5,164.5,171.5,178.5,185.5,192.5,199.5,206.5,213.5,220.5,227.5,234.5,241.5,248.5,255.5,262.5,269.5,276.5,283.5,290.5,297.5,304.5,311.5,318.5,325.5,332.5,339.5,346.5,353.5,360.5,367.5,374.5,381.5,388.5,395.5,402.5,409.5,416.5,423.5,430.5,437.5,444.5,451.5,458.5,465.5,472.5,479.5,486.5,493.5,500.5,507.5,514.5,521.5,528.5,535.5,542.5,549.5,556.5,563.5,570.5,577.5,584.5,591.5,598.5,605.5,612.5,619.5,626.5,633.5,640.5,647.5,654.5,661.5,668.5,675.5,682.5,689.5,696.5,703.5,710.5,717.5,724.5,731.5,738.5,745.5,752.5,759.5,766.5,773.5,780.5,787.5,794.5,801.5,808.5,815.5,822.5,829.5,836.5,843.5,850.5,857.5,864.5,871.5,878.5,885.5,892.5,899.5,906.5,913.5,920.5,927.5,934.5,941.5,948.5,955.5,962.5,969.5,976.5,983.5,990.5,997.5,1004.5,1011.5,1018.5,1025.5,1032.5,1039.5,1046.5,
4,6,6,13,6,11,16,5,7,5,6,3,1,0,4,2,1,3,5,2,4,5,7,9,12,15,14,9,5,5,8,14,2,10,8,8,11,9,6,11,8,9,8,3,7,7,3,2,4,6,4,4,2,2,3,4,2,7,0,1,6,2,4,2,5,6,1,1,0,2,1,2,2,1,2,1,1,1,1,0,0,1,0,1,1,1,2,1,2,1,0,1,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
1,6,6,15,10,16,9,6,9,4,3,0,2,4,2,3,2,2,4,6,4,15,8,8,9,10,9,8,7,9,5,10,9,5,11,11,10,8,10,9,4,8,7,7,4,3,4,4,3,4,8,3,2,1,4,4,4,3,3,1,5,3,3,6,4,1,2,1,0,4,1,3,1,0,1,1,2,1,0,0,1,1,0,1,0,3,0,0,3,1,1,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
21,56,66,67,63,49,46,34,9,10,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,49,64,68,62,56,39,39,17,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,58,61,72,52,43,56,33,29,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,66,91,65,71,51,38,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,61,61,61,59,57,40,34,20,11,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,50,71,74,72,59,46,22,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,50,73,70,59,57,41,35,17,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
